Epoch,Train_Loss,Val_Accuracy
1,0.06117072569990031,96.45476772616138
2,0.08104976752727497,94.9877750611247
3,0.05152787489010158,97.79951100244499
4,0.03858809196702545,97.06601466992664
5,0.04214765674622002,96.69926650366747
